,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
2290,High Loan Amount,20.0,15.0,2.0,2.0,5.0,10.0,1.0,Average Salary,Low Sum of Loan,High Income for Join Application,2290,1,Fresh_Graduate,yes,normal,3,3,terrace,Kuala Lumpur,9,35.0,Accept
2291,Average Loan Amount,20.0,15.0,3.0,2.0,2.0,10.0,1.0,Low Salary,High Sum of Loan,High Income for Join Application,2291,1,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,9,35.0,Reject
2292,High Loan Amount,15.0,15.0,2.0,2.0,2.0,10.0,3.0,High Salary,Low Sum of Loan,Average Income for Join Application,2292,1,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,9,30.0,Accept
2293,Average Loan Amount,15.0,15.0,2.0,2.0,5.0,10.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2293,1,Fresh_Graduate,no,gold,3,1,terrace,Kuala Lumpur,8,30.0,Accept
2294,Low Loan Amount,24.0,15.0,2.0,2.0,5.0,10.0,3.0,Low Salary,Average Sum of Loan,High Income for Join Application,2294,1,Fresh_Graduate,yes,gold,3,1,terrace,Kuala Lumpur,6,39.0,Accept
2295,Low Loan Amount,19.0,15.0,2.0,2.0,5.0,10.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2295,1,Fresh_Graduate,no,platinum,3,2,terrace,Kuala Lumpur,6,34.0,Accept
2296,Low Loan Amount,19.0,15.0,2.0,2.0,5.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,2296,1,Fresh_Graduate,yes,platinum,3,1,terrace,Kuala Lumpur,7,34.0,Reject
2297,High Loan Amount,14.0,15.0,2.0,2.0,3.0,10.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,2297,1,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,6,29.0,Accept
2298,High Loan Amount,23.0,15.0,2.0,2.0,5.0,10.0,1.0,Average Salary,High Sum of Loan,High Income for Join Application,2298,1,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,8,38.0,Reject
2299,High Loan Amount,22.0,15.0,2.0,2.0,4.0,10.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2299,1,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,7,37.0,Accept
2300,Average Loan Amount,18.0,15.0,3.0,2.0,5.0,11.0,1.0,High Salary,Low Sum of Loan,High Income for Join Application,2300,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,9,33.0,Reject
2301,High Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,1.0,High Salary,Low Sum of Loan,High Income for Join Application,2301,6,Fresh_Graduate,no,gold,3,3,terrace,Kuala Lumpur,7,26.0,Accept
2302,Average Loan Amount,20.0,15.0,2.0,2.0,1.0,11.0,1.0,High Salary,High Sum of Loan,Low Income for Join Application,2302,6,Fresh_Graduate,yes,platinum,3,3,terrace,Kuala Lumpur,8,35.0,Accept
2303,High Loan Amount,11.0,15.0,2.0,2.0,2.0,11.0,3.0,Low Salary,High Sum of Loan,Low Income for Join Application,2303,6,Fresh_Graduate,no,gold,3,1,terrace,Kuala Lumpur,8,26.0,Accept
2304,High Loan Amount,20.0,15.0,2.0,2.0,3.0,11.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2304,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,7,35.0,Accept
2305,High Loan Amount,13.0,15.0,2.0,2.0,5.0,11.0,3.0,Low Salary,High Sum of Loan,Average Income for Join Application,2305,6,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,8,28.0,Reject
2306,Low Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2306,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,6,26.0,Accept
2307,High Loan Amount,15.0,14.0,2.0,2.0,5.0,11.0,3.0,Low Salary,High Sum of Loan,Average Income for Join Application,2307,6,Fresh_Graduate,no,gold,3,2,terrace,Kuala Lumpur,7,29.0,Accept
2308,Low Loan Amount,22.0,15.0,4.0,2.0,5.0,11.0,2.0,Average Salary,High Sum of Loan,High Income for Join Application,2308,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,9,37.0,Accept
2309,Average Loan Amount,15.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2309,6,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,7,30.0,Accept
2310,High Loan Amount,19.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,High Sum of Loan,High Income for Join Application,2310,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,7,34.0,Accept
2311,Low Loan Amount,12.0,15.0,2.0,2.0,5.0,11.0,1.0,High Salary,Average Sum of Loan,Low Income for Join Application,2311,6,Fresh_Graduate,no,gold,3,3,terrace,Kuala Lumpur,7,27.0,Reject
2312,High Loan Amount,21.0,15.0,2.0,2.0,2.0,11.0,1.0,Low Salary,Average Sum of Loan,High Income for Join Application,2312,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,6,36.0,Accept
2313,Average Loan Amount,11.0,14.0,2.0,2.0,5.0,10.0,3.0,High Salary,High Sum of Loan,Low Income for Join Application,2313,6,Fresh_Graduate,no,gold,3,3,terrace,Kuala Lumpur,7,25.0,Accept
2314,Average Loan Amount,24.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,Average Sum of Loan,High Income for Join Application,2314,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,7,39.0,Accept
2315,Low Loan Amount,22.0,15.0,2.0,2.0,5.0,11.0,2.0,Average Salary,Low Sum of Loan,High Income for Join Application,2315,6,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,8,37.0,Reject
2316,Average Loan Amount,22.0,12.0,4.0,2.0,5.0,11.0,3.0,Average Salary,High Sum of Loan,High Income for Join Application,2316,6,Fresh_Graduate,yes,normal,3,1,terrace,Kuala Lumpur,6,34.0,Accept
2317,High Loan Amount,18.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Low Income for Join Application,2317,6,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,9,33.0,Accept
2318,Low Loan Amount,19.0,15.0,2.0,2.0,5.0,11.0,3.0,Average Salary,High Sum of Loan,High Income for Join Application,2318,6,Fresh_Graduate,yes,platinum,3,1,terrace,Kuala Lumpur,8,34.0,Accept
2319,Low Loan Amount,12.0,15.0,2.0,2.0,5.0,11.0,2.0,Low Salary,Low Sum of Loan,Low Income for Join Application,2319,6,Fresh_Graduate,no,gold,3,3,terrace,Kuala Lumpur,6,27.0,Accept
2320,Average Loan Amount,16.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,High Sum of Loan,High Income for Join Application,2320,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,9,31.0,Reject
2321,Low Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,Average Sum of Loan,Low Income for Join Application,2321,6,Fresh_Graduate,no,platinum,3,3,terrace,Kuala Lumpur,9,26.0,Accept
2322,Average Loan Amount,13.0,15.0,2.0,2.0,2.0,11.0,1.0,Low Salary,High Sum of Loan,Average Income for Join Application,2322,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,7,28.0,Accept
2323,High Loan Amount,21.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2323,6,Fresh_Graduate,no,platinum,3,3,terrace,Kuala Lumpur,8,36.0,Accept
2324,Average Loan Amount,10.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,High Sum of Loan,High Income for Join Application,2324,6,Fresh_Graduate,yes,platinum,3,2,terrace,Kuala Lumpur,8,25.0,Accept
2325,Average Loan Amount,16.0,15.0,2.0,2.0,5.0,11.0,3.0,High Salary,High Sum of Loan,Average Income for Join Application,2325,6,Fresh_Graduate,no,platinum,3,2,terrace,Kuala Lumpur,9,31.0,Accept
2326,Average Loan Amount,16.0,15.0,2.0,2.0,2.0,11.0,2.0,Average Salary,High Sum of Loan,Low Income for Join Application,2326,6,Fresh_Graduate,yes,gold,3,1,terrace,Kuala Lumpur,9,31.0,Accept
2327,Average Loan Amount,15.0,15.0,3.0,2.0,5.0,11.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,2327,6,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,6,30.0,Accept
2328,Low Loan Amount,16.0,14.0,3.0,2.0,5.0,11.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,2328,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,9,30.0,Accept
2329,High Loan Amount,19.0,15.0,2.0,2.0,3.0,11.0,3.0,Low Salary,High Sum of Loan,Average Income for Join Application,2329,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,34.0,Reject
2330,Average Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,3.0,Average Salary,Average Sum of Loan,Low Income for Join Application,2330,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,7,26.0,Accept
2331,Low Loan Amount,19.0,15.0,3.0,2.0,5.0,11.0,2.0,Low Salary,High Sum of Loan,Average Income for Join Application,2331,6,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,7,34.0,Accept
2332,Average Loan Amount,19.0,15.0,2.0,2.0,2.0,11.0,3.0,Average Salary,Average Sum of Loan,Low Income for Join Application,2332,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,6,34.0,Accept
2333,Average Loan Amount,15.0,15.0,3.0,2.0,5.0,10.0,2.0,High Salary,High Sum of Loan,Average Income for Join Application,2333,6,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,9,30.0,Accept
2334,Average Loan Amount,20.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2334,6,Fresh_Graduate,yes,gold,3,1,terrace,Kuala Lumpur,8,35.0,Accept
2335,Average Loan Amount,12.0,15.0,2.0,2.0,5.0,11.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2335,6,Fresh_Graduate,no,normal,3,3,terrace,Kuala Lumpur,6,27.0,Reject
2336,Low Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2336,6,Fresh_Graduate,yes,normal,3,1,terrace,Kuala Lumpur,6,26.0,Accept
2337,High Loan Amount,19.0,15.0,3.0,2.0,5.0,11.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,2337,6,Fresh_Graduate,no,gold,3,1,terrace,Kuala Lumpur,7,34.0,Accept
2338,High Loan Amount,13.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,2338,6,Fresh_Graduate,yes,normal,3,3,terrace,Kuala Lumpur,6,28.0,Accept
2339,High Loan Amount,13.0,15.0,2.0,2.0,5.0,11.0,2.0,Low Salary,Average Sum of Loan,Low Income for Join Application,2339,6,Fresh_Graduate,no,platinum,3,3,terrace,Kuala Lumpur,8,28.0,Reject
2340,Low Loan Amount,22.0,15.0,4.0,2.0,5.0,11.0,1.0,High Salary,High Sum of Loan,Low Income for Join Application,2340,6,Fresh_Graduate,yes,normal,3,3,terrace,Kuala Lumpur,7,37.0,Accept
2341,Average Loan Amount,20.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,High Sum of Loan,Low Income for Join Application,2341,6,Fresh_Graduate,no,gold,3,2,terrace,Kuala Lumpur,8,35.0,Accept
2342,High Loan Amount,20.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,High Sum of Loan,High Income for Join Application,2342,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,6,35.0,Reject
2343,Average Loan Amount,20.0,15.0,2.0,2.0,5.0,11.0,2.0,Average Salary,Low Sum of Loan,Average Income for Join Application,2343,6,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,7,35.0,Accept
2344,Average Loan Amount,22.0,13.0,4.0,2.0,5.0,11.0,3.0,High Salary,Low Sum of Loan,Average Income for Join Application,2344,6,Fresh_Graduate,yes,gold,3,2,terrace,Kuala Lumpur,9,35.0,Reject
2345,Average Loan Amount,15.0,15.0,2.0,2.0,5.0,11.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,2345,6,Fresh_Graduate,no,platinum,3,2,terrace,Kuala Lumpur,7,30.0,Reject
2346,High Loan Amount,13.0,15.0,2.0,2.0,5.0,11.0,3.0,High Salary,High Sum of Loan,Average Income for Join Application,2346,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,7,28.0,Accept
2347,Low Loan Amount,13.0,13.0,2.0,2.0,5.0,11.0,1.0,Average Salary,Low Sum of Loan,High Income for Join Application,2347,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,26.0,Accept
2348,High Loan Amount,14.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Low Sum of Loan,Average Income for Join Application,2348,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,7,29.0,Reject
2349,Low Loan Amount,22.0,15.0,2.0,2.0,5.0,11.0,3.0,High Salary,Average Sum of Loan,High Income for Join Application,2349,6,Fresh_Graduate,no,gold,3,1,terrace,Kuala Lumpur,6,37.0,Accept
2350,Average Loan Amount,19.0,12.0,4.0,2.0,3.0,10.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,731,6,employee,no,normal,2,2,condominium,Kuala Lumpur,9,31.048917368634488,Reject
2351,Average Loan Amount,15.0,15.0,3.0,2.0,2.0,10.0,2.0,Average Salary,Low Sum of Loan,Average Income for Join Application,1049,1,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,9,30.78707708388091,Reject
2352,Average Loan Amount,13.0,12.0,4.0,2.0,1.0,10.0,3.0,High Salary,Average Sum of Loan,High Income for Join Application,932,7,Self_Employed,yes,gold,2,2,terrace,Kuala Lumpur,6,26.114610737780097,Reject
2353,Average Loan Amount,19.0,14.0,4.0,2.0,1.0,10.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,908,7,Self_Employed,yes,normal,2,2,terrace,Kuala Lumpur,9,33.278735964218534,Reject
2354,Low Loan Amount,17.0,14.0,4.0,4.0,1.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,1336,7,government,no,normal,4,2,bungalow,Penang,8,32.25451196746439,Reject
2355,High Loan Amount,19.0,18.0,3.0,2.0,1.0,12.0,1.0,Low Salary,Low Sum of Loan,High Income for Join Application,1779,7,employee,no,normal,6,2,terrace,Kuala Lumpur,8,37.52429702864915,Reject
2356,Low Loan Amount,11.0,9.0,3.0,2.0,1.0,10.0,2.0,High Salary,High Sum of Loan,Average Income for Join Application,394,5,government,no,normal,2,1,condominium,Selangor,7,21.19838364706591,Reject
2357,High Loan Amount,20.0,12.0,2.0,2.0,5.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1014,1,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,7,33.16955848388028,Reject
2358,High Loan Amount,13.0,7.0,4.0,2.0,1.0,11.0,1.0,Low Salary,Average Sum of Loan,High Income for Join Application,265,2,Self_Employed,yes,normal,2,3,condominium,Johor,7,20.383908692745585,Reject
2359,Low Loan Amount,12.0,15.0,3.0,2.0,5.0,10.0,2.0,High Salary,Average Sum of Loan,High Income for Join Application,1172,6,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,8,27.13394452668375,Reject
2360,High Loan Amount,20.0,18.0,3.0,2.0,1.0,12.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1763,7,employee,no,gold,6,2,terrace,Kuala Lumpur,9,38.80087191170292,Reject
2361,High Loan Amount,20.0,13.0,3.0,2.0,1.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,66,1,employer,yes,gold,2,2,condominium,Johor,9,34.0,Reject
2362,Average Loan Amount,19.0,16.0,4.0,2.0,1.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1391,7,government,yes,normal,4,1,bungalow,Penang,6,35.59530451467586,Reject
2363,High Loan Amount,16.0,12.0,4.0,2.0,2.0,10.0,2.0,High Salary,High Sum of Loan,Average Income for Join Application,642,4,employee,no,normal,2,2,condominium,Selangor,7,29.37521611654053,Reject
2364,Average Loan Amount,16.0,19.0,6.0,3.0,4.0,10.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1977,7,Fresh_Graduate,no,normal,6,1,condominium,Terengganu,7,35.111370262799156,Reject
2365,High Loan Amount,11.0,16.0,4.0,4.0,1.0,10.0,1.0,Low Salary,Average Sum of Loan,Low Income for Join Application,1203,2,Self_Employed,yes,gold,3,2,flat,Penang,8,27.490305560123,Reject
2366,Low Loan Amount,14.0,15.0,2.0,2.0,5.0,11.0,1.0,High Salary,Average Sum of Loan,High Income for Join Application,2313,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,9,29.762360812702223,Reject
2367,Average Loan Amount,18.0,13.0,4.0,2.0,1.0,11.0,2.0,Low Salary,Average Sum of Loan,Low Income for Join Application,2021,5,employee,no,normal,2,2,flat,Kuala Lumpur,9,31.588089358441945,Reject
2368,Low Loan Amount,10.0,14.0,4.0,2.0,1.0,10.0,1.0,Low Salary,High Sum of Loan,Average Income for Join Application,989,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,8,24.28594080021017,Reject
2369,Average Loan Amount,12.0,12.0,4.0,2.0,3.0,10.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,794,6,employee,yes,normal,2,2,bungalow,Kuala Lumpur,9,24.0,Reject
2370,High Loan Amount,15.0,16.0,6.0,3.0,4.0,11.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,1939,7,Fresh_Graduate,no,normal,6,2,condominium,Sabah,7,32.39663232622826,Reject
2371,Average Loan Amount,17.0,14.0,4.0,2.0,1.0,10.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,974,7,Self_Employed,no,normal,2,2,terrace,Kuala Lumpur,8,31.848703587100687,Reject
2372,Low Loan Amount,21.0,8.0,6.0,2.0,1.0,10.0,2.0,High Salary,Average Sum of Loan,High Income for Join Application,385,7,government,no,normal,2,1,condominium,Selangor,9,29.011952204715005,Reject
2373,Low Loan Amount,21.0,5.0,2.0,2.0,1.0,10.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,9,1,employer,yes,normal,2,2,condominium,Johor,8,26.76535628106624,Reject
2374,High Loan Amount,14.0,19.0,6.0,2.0,4.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1908,7,Fresh_Graduate,no,normal,6,2,condominium,N.Sembilan,6,33.617888875987894,Reject
2375,High Loan Amount,12.0,11.0,5.0,2.0,3.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,625,4,employee,yes,normal,2,2,condominium,Selangor,6,23.331274377379035,Reject
2376,Average Loan Amount,13.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2347,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,6,28.84899327239222,Reject
2377,Low Loan Amount,15.0,8.0,3.0,2.0,1.0,11.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,403,3,government,no,normal,2,1,condominium,Selangor,7,24.740261337757648,Reject
2378,Average Loan Amount,15.0,13.0,4.0,2.0,1.0,12.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,897,5,employee,yes,normal,2,2,terrace,Kuala Lumpur,9,28.816905564160898,Reject
2379,Average Loan Amount,11.0,14.0,3.0,2.0,1.0,11.0,2.0,High Salary,Average Sum of Loan,Average Income for Join Application,2101,7,Self_Employed,yes,gold,2,1,flat,Kuala Lumpur,8,25.820556721448927,Reject
2380,Average Loan Amount,11.0,18.0,3.0,2.0,1.0,10.0,2.0,High Salary,Average Sum of Loan,Low Income for Join Application,1670,4,employee,yes,normal,5,1,terrace,Johor,6,29.053156933318586,Reject
2381,Low Loan Amount,14.0,15.0,2.0,2.0,2.0,10.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,2219,1,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,9,29.79325205662491,Reject
2382,Average Loan Amount,13.0,11.0,4.0,2.0,2.0,10.0,1.0,Low Salary,Low Sum of Loan,High Income for Join Application,798,5,employee,no,normal,2,2,bungalow,Kuala Lumpur,9,25.894657178079804,Reject
2383,Low Loan Amount,14.0,17.0,3.0,2.0,1.0,10.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,1487,3,government,no,normal,4,2,bungalow,Penang,8,31.519366578369713,Reject
2384,Low Loan Amount,16.0,6.0,2.0,2.0,1.0,11.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,123,6,employer,yes,normal,2,1,condominium,Johor,8,22.665031199942383,Reject
2385,Low Loan Amount,15.0,14.0,2.0,2.0,1.0,10.0,1.0,Low Salary,Low Sum of Loan,Low Income for Join Application,2202,3,Fresh_Graduate,yes,normal,2,2,flat,Kuala Lumpur,8,30.36806201854062,Reject
2386,Average Loan Amount,14.0,9.0,3.0,2.0,1.0,11.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,497,4,Self_Employed,yes,normal,2,2,condominium,Selangor,9,23.68966442844396,Reject
2387,Average Loan Amount,16.0,17.0,3.0,2.0,1.0,10.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1550,6,Self_Employed,yes,gold,5,1,bungalow,Penang,8,33.76166569212991,Reject
2388,High Loan Amount,17.0,14.0,2.0,2.0,5.0,11.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1023,1,Fresh_Graduate,yes,normal,3,2,bungalow,Kuala Lumpur,9,32.392226199386904,Reject
2389,High Loan Amount,13.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2341,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,28.011015758212068,Reject
2390,Average Loan Amount,13.0,16.0,4.0,4.0,1.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1214,2,Self_Employed,no,gold,3,1,flat,Penang,9,29.595048979700422,Reject
2391,High Loan Amount,19.0,10.0,2.0,3.0,1.0,12.0,2.0,High Salary,Low Sum of Loan,Average Income for Join Application,563,6,Self_Employed,no,gold,2,2,condominium,Selangor,9,29.982186262311426,Reject
2392,Average Loan Amount,15.0,18.0,3.0,2.0,1.0,13.0,2.0,Low Salary,High Sum of Loan,Average Income for Join Application,1710,7,employee,no,normal,5,2,terrace,Johor,9,33.5694435177635,Reject
2393,High Loan Amount,13.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,2339,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,28.78777662240548,Reject
2394,Average Loan Amount,20.0,14.0,4.0,2.0,4.0,10.0,1.0,High Salary,Average Sum of Loan,High Income for Join Application,1826,5,Fresh_Graduate,yes,normal,6,1,terrace,N.Sembilan,7,34.89705109348356,Reject
2395,High Loan Amount,17.0,15.0,3.0,2.0,2.0,10.0,3.0,High Salary,Average Sum of Loan,Average Income for Join Application,1048,1,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,8,32.32487857786304,Reject
2396,Average Loan Amount,20.0,13.0,4.0,2.0,1.0,13.0,1.0,Low Salary,Average Sum of Loan,Low Income for Join Application,2024,5,employee,yes,normal,2,1,flat,Kuala Lumpur,9,33.19468503264209,Reject
2397,Average Loan Amount,20.0,10.0,3.0,2.0,1.0,11.0,2.0,High Salary,High Sum of Loan,Average Income for Join Application,518,6,Self_Employed,yes,normal,2,2,condominium,Selangor,6,30.0,Reject
2398,Low Loan Amount,13.0,14.0,4.0,3.0,2.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,1952,7,Fresh_Graduate,no,normal,6,2,condominium,Sarawak,6,27.825579217415836,Reject
2399,Average Loan Amount,16.0,18.0,3.0,2.0,1.0,12.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1704,7,employee,no,normal,5,1,terrace,Johor,9,34.15889910622448,Reject
2400,Low Loan Amount,21.0,6.0,2.0,2.0,1.0,10.0,2.0,Average Salary,Average Sum of Loan,Low Income for Join Application,155,6,employer,no,normal,2,1,condominium,Johor,7,27.58914250410362,Reject
2401,High Loan Amount,22.0,15.0,3.0,2.0,1.0,10.0,1.0,Low Salary,Average Sum of Loan,Low Income for Join Application,1683,4,employee,yes,normal,5,1,terrace,Johor,8,37.277951372113634,Reject
2402,High Loan Amount,19.0,15.0,2.0,2.0,5.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,2284,1,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,9,34.858918151222284,Reject
